target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	691.882	5	0.352839
h1SMnT0035429.1	433	187.926	4	1.03923
h1SMnT0035428.2	1171	924.835	20.8348	1.09992
h1SMnT0035430.1	225	33.7283	2	2.89517
h1SMcT0022937.1	1148	901.835	0	0
h1SMnT0035345.1	487	241.428	0	0
h1SMcT0022992.1	5186	4939.84	11.5806	0.114461
h1SMnT0035168.1	667	421.06	0	0
h1SMnT0035169.1	682	436.044	0	0
h1SMnT0035364.1	3295	3048.84	0	0
h1SMnT0035365.1	822	575.921	0	0
h1SMnT0035366.1	3294	3047.84	15.8465	0.253852
h1SMnT0035367.1	2210	1963.84	0	0
h1SMnT0035368.1	649	403.085	0	0
h1SMnT0035369.1	3295	3048.84	0	0
h1SMnT0035370.1	1798	1551.84	6.2196	0.195684
h1SMcT0023064.1	649	403.085	0.542475	0.0657085
h1SMcT0022911.1	964	717.882	0	0
h1SMcT0022912.1	1707	1460.84	23.4964	0.785307
h1SMnT0035348.1	2018	1771.84	157.5	4.34006
h1SMcT0022995.1	1592	1345.84	0	0
h1SMnT0035349.1	581	335.162	1	0.145675
h1SMnT0035350.1	437	191.857	15.645	3.98141
h1SMnT0035351.1	251	40.7545	1	1.19802
h1SMnT0035439.1	173	32.9466	0	0
h1SMcT0023009.1	1809	1562.84	0.766387	0.0239427
h1SMnT0035408.1	676	430.049	0	0
h1SMnT0035149.1	469	223.556	0	0
h1SMcT0022739.1	1385	1138.84	0	0
h1SMcT0022740.2	1315	1068.84	125	5.71002
h1SMnT0035008.1	217	32.1481	0	0
h1SMnT0035009.1	403	158.471	0	0
h1SMnT0035304.1	214	31.9226	0	0
h1SMcT0023054.1	1130	883.835	0	0
h1SMcT0023055.1	5046	4799.84	25.0836	0.255153
h1SMcT0022976.1	1057	810.835	0	0
h1SMnT0035249.1	307	72.6014	0	0
h1SMnT0035250.1	410	165.303	5324	1572.52
h1SMnT0035251.1	2625	2378.84	5	0.102623
h1SMcT0022931.1	1208	961.835	0	0
h1SMnT0035252.1	344	102.973	0	0
h1SMnT0035253.1	459	213.624	0	0
h1SMcT0022932.1	1030	783.835	280	17.441
h1SMnT0035254.1	593	347.141	11	1.54713
h1SMcT0022933.2	2471	2224.84	727.617	15.9678
h1SMnT0035255.1	3386	3139.84	43.211	0.671934
h1SMnT0035204.1	222	33.103	0	0
h1SMnT0035205.1	1081	834.835	2	0.116968
h1SMnT0035206.1	369	126.04	0	0
h1SMcT0022885.2	2036	1789.84	0	0
h1SMcT0022886.1	479	233.482	0	0
h1SMnT0035137.1	1237	990.835	0	0
h1SMnT0035138.1	362	119.432	11.9249	4.87498
h1SMnT0035139.1	2159	1912.84	14.5505	0.371398
h1SMnT0035140.1	538	292.299	1.11246	0.185821
h1SMnT0035141.1	3293	3046.84	0	0
h1SMnT0035142.1	363	120.357	379.797	154.069
h1SMnT0035173.1	1063	816.835	333.254	19.9195
h1SMnT0035174.1	867	620.906	9947.85	782.243
h1SMnT0035175.1	3291	3044.84	0	0
h1SMnT0035176.1	363	120.357	379.797	154.069
h1SMnT0035177.1	2432	2185.84	1726.39	38.562
h1SMcT0022892.1	2757	2510.84	425.8	8.27991
h1SMcT0022664.1	1587	1340.84	14.5627	0.530278
h1SMnT0034919.1	1713	1466.84	37.318	1.24215
h1SMcT0022665.1	9704	9457.84	0	0
h1SMcT0022666.1	7223	6976.84	5.5031	0.0385112
h1SMcT0022667.1	10811	10564.8	1.43626	0.00663757
h1SMnT0035274.2	204	31.2672	0	0
h1SMcT0022950.1	1132	885.835	2	0.110234
h1SMnT0035104.1	1776	1529.84	14390.6	459.274
h1SMnT0035105.1	369	126.04	0	0
h1SMnT0035106.1	677	431.049	2.08896	0.236615
h1SMcT0022811.1	4196	3949.84	41.7601	0.516203
h1SMnT0035107.1	906	659.882	83.9956	6.21483
h1SMcT0022812.1	3862	3615.84	0	0
h1SMnT0035108.1	942	695.882	58.2989	4.09038
h1SMnT0035109.1	1235	988.835	0	0
h1SMnT0035110.1	557	311.259	0	0
h1SMnT0035167.1	426	181.067	0	0
h1SMcT0022861.1	1552	1305.84	15.7951	0.590573
h1SMcT0023025.1	1272	1025.84	96.623	4.59877
h1SMnT0035154.1	904	657.882	3	0.222644
h1SMcT0022833.1	1591	1344.84	130.28	4.72986
h1SMcT0022893.1	2162	1915.84	0	0
h1SMcT0022736.1	505	259.394	28	5.27032
h1SMcT0022737.1	1029	782.835	23	1.43449
h1SMcT0022738.1	1350	1103.84	3	0.132695
h1SMnT0035322.1	217	32.1481	0	0
h1SMnT0035323.1	735	488.974	0	0
h1SMnT0035324.2	335	95.1119	50.8499	26.1032
h1SMnT0035227.1	1397	1150.84	0	0
h1SMcT0022909.1	874	627.906	49	3.81013
h1SMnT0035228.1	568	322.203	61.7832	9.36224
h1SMnT0035229.1	524	278.324	0	0
h1SMcT0023038.1	2979	2732.84	725.571	12.963
h1SMnT0035422.1	134	34.4977	0	0
h1SMcT0023039.2	1098	851.835	52.2115	2.99261
h1SMnT0035423.1	937	690.882	54.5569	3.85553
h1SMnT0035424.1	2291	2044.84	23	0.549172
h1SMcT0023051.1	1760	1513.84	0	0
h1SMnT0035447.1	696	450.027	7.64146	0.829041
h1SMnT0035467.1	305	71.0763	0	0
h1SMcT0022957.1	540	294.292	7	1.16134
h1SMcT0022958.1	458	212.632	3.65241	0.838667
h1SMcT0022975.1	1214	967.835	0	0
h1SMnT0035371.1	220	32.5922	0	0
h1SMnT0035222.1	841	594.921	0	0
h1SMcT0022906.1	785	538.928	0	0
h1SMnT0034950.1	246	39.0017	0	0
h1SMnT0035278.1	532	286.31	0	0
h1SMnT0035279.1	127	34.2799	0	0
h1SMcT0022952.1	2293	2046.84	110.395	2.63333
h1SMnT0035280.1	972	725.882	8	0.5381
h1SMnT0035281.1	1330	1083.84	18	0.810864
h1SMcT0022934.1	19276	19029.8	2384.15	6.11698
h1SMcT0022898.1	1257	1010.84	0	0
h1SMcT0022899.1	1154	907.835	0	0
h1SMcT0022900.1	2875	2628.84	0	0
h1SMcT0022901.1	1798	1551.84	6.7482e-06	2.12315e-07
h1SMnT0035418.1	379	135.382	0	0
h1SMnT0035419.1	572	326.191	0	0
h1SMcT0023037.1	4734	4487.84	8.43908	0.0918115
h1SMnT0035420.1	226	33.847	3	4.32752
h1SMnT0035096.1	559	313.251	0	0
h1SMcT0022872.1	985	738.882	0	0
h1SMcT0022814.1	2646	2399.84	0	0
h1SMcT0022815.1	2022	1775.84	9.6692	0.265844
h1SMcT0022816.1	3124	2877.84	20.9563	0.355539
h1SMcT0022656.1	6668	6421.84	0	0
h1SMnT0034905.1	1057	810.835	0	0
h1SMcT0022657.2	3525	3278.84	261.522	3.89429
h1SMnT0034906.1	553	307.259	0	0
h1SMnT0034907.1	1610	1363.84	1.36998	0.0490444
h1SMnT0034908.1	674	428.049	28.6532	3.26827
h1SMnT0034909.1	344	102.973	0	0
h1SMnT0034910.1	874	627.906	0	0
h1SMcT0022658.1	895	648.906	0	0
h1SMnT0035333.1	518	272.328	0	0
h1SMcT0022983.2	1765	1518.84	373.979	12.022
h1SMnT0035334.1	355	112.968	0	0
h1SMnT0035335.1	347	105.68	0	0
h1SMcT0022982.1	1733	1486.84	0	0
h1SMnT0035165.1	414	169.219	0	0
h1SMnT0035166.1	311	75.5726	0	0
h1SMcT0022650.1	3691	3444.84	0	0
h1SMcT0022651.1	3742	3495.84	0	0
h1SMnT0034903.1	1789	1542.84	0	0
h1SMcT0022652.1	16757	16510.8	0	0
h1SMcT0022653.1	7978	7731.84	0	0
h1SMnT0034904.1	2408	2161.84	0	0
h1SMcT0022643.1	1273	1026.84	1.50531e-05	7.15752e-07
h1SMcT0022644.1	746	499.974	0	0
h1SMcT0022645.1	752	505.968	0	0
h1SMcT0022646.1	812	565.921	0	0
h1SMcT0022878.1	3135	2888.84	19.5853	0.331014
h1SMnT0035197.1	681	435.044	2	0.224458
h1SMcT0022879.1	645	399.09	0	0
h1SMcT0022880.1	1003	756.835	95.4428	6.15716
h1SMnT0035198.1	3014	2767.84	114	2.01096
h1SMcT0022974.1	15547	15300.8	287.243	0.916584
h1SMnT0035321.1	630	384.1	0	0
h1SMnT0035305.1	1121	874.835	9260.18	516.811
h1SMnT0035306.1	1778	1531.84	3266.25	104.106
h1SMnT0035307.1	531	285.31	0	0
h1SMnT0035308.1	1309	1062.84	8534.75	392.07
h1SMnT0035309.1	1106	859.835	0	0
h1SMnT0035310.1	1917	1670.84	10949.9	319.975
h1SMnT0035311.1	1033	786.835	0.561614	0.0348492
h1SMnT0035312.1	3291	3044.84	0	0
h1SMnT0035313.1	363	120.357	379.797	154.069
h1SMnT0035314.1	3292	3045.84	0	0
h1SMnT0035315.1	1694	1447.84	0	0
h1SMnT0035316.1	2161	1914.84	0	0
h1SMcT0022894.1	1956	1709.84	5	0.142776
h1SMnT0035285.1	673	427.049	0	0
